SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
inter,Preposition,116
frondeus,Adjective,1
turba,Noun,21
nec,Conjunction,331
absisto,Verb,11
priusquam,Conjunction,5
septem,Number,14
ingens,Adjective,168
victor,Noun,55
corpus,Noun,126
fundo,Verb,49
humus,Noun,22
et,Conjunction,2083
numerus,Noun,25
cum,Preposition,139
navis,Noun,46
aequo,Verb,19
hinc,Adverb,86
portus,Noun,37
peto,Verb,128
et,Conjunction,2083
socius,Noun,95
partior,Verb,4
in,Preposition,769
omnis,Adjective,330
vinum,Noun,20
bonus,Adjective,43
qui,Pronoun,766
deinde,Adverb,31
cadus,Noun,2
onero,Verb,15
Acestes,Noun,27
litus,Noun,127
Trinacriaus,Adjective,7
do,Verb,317
que,Conjunction,3212
abeo,Verb,20
heros,Noun,23
divido,Verb,8
et,Conjunction,2083
dictum,Noun,93
maereo,Verb,8
pectus,Noun,120
mulceo,Verb,7
o,Interjection,108
socius,Noun,95
neque,Conjunction,72
enim,Conjunction,39
ignarus,Adjective,28
sum,Verb,531
ante,Preposition,102
malum,Noun,25
o,Interjection,108
patior,Verb,32
gravis,Adjective,31
do,Verb,317
deus,Noun,181
hic,Pronoun,694
quoque,Adverb,25
finis,Noun,43
vos,Pronoun,62
et,Conjunction,2083
Scyllaeus,Adjective,1
rabies,Noun,7
penitus,Adverb,22
que,Conjunction,3212
sonans,Adjective,9
accedo,Verb,11
scopulus,Noun,27
vos,Pronoun,62
et,Conjunction,2083
Cyclopius,Adjective,1
saxum,Noun,78
experior,Verb,10
revoco,Verb,12
animus,Noun,162
maestus,Adjective,36
que,Conjunction,3212
timor,Noun,12
mitto,Verb,70
forsan,Adverb,4
et,Adverb,67
hic,Pronoun,694
olim,Adverb,20
memini,Verb,14
iuvo,Verb,31
per,Preposition,351
varius,Adjective,41
casus,Noun,47
per,Preposition,351
tot,Pronoun,46
discrimen,Noun,16
res,Noun,98
tendo,Verb,71
in,Preposition,769
Latium,Noun,31
sedes,Noun,62
ubi,Adverb,108
fatum,Noun,125
quietus,Adjective,8
ostendo,Verb,12
illic,Adverb,4
fas,Noun,21
regnum,Noun,86
resurgo,Verb,2
Troia,Noun,87
duro,Verb,3
et,Conjunction,2083
vos,Pronoun,62
res,Noun,98
servo,Verb,56
secundus,Adjective,31
talis,Pronoun,148
vox,Noun,113
refero,Verb,64
cura,Noun,70
que,Conjunction,3212
ingens,Adjective,168
aeger,Adjective,18
spes,Noun,46
vultus,Noun,32
simulo,Verb,10
premo,Verb,54
altus,Adjective,175
cor,Noun,33
dolor,Noun,40
ille,Pronoun,379
sui,Pronoun,303
praeda,Noun,19
accingo,Verb,11
daps,Noun,16
que,Conjunction,3212
futurus,Adjective,12
tergum,Noun,52
diripio,Verb,6
costa,Noun,9
et,Conjunction,2083
viscus,Noun,12
nudo,Verb,6
pars,Noun,88
in,Preposition,769
frustum,Noun,2
seco,Verb,29
veru,Noun,3
que,Conjunction,3212
tremo,Verb,22
figo,Verb,38
litus,Noun,127
aenum,Noun,4
loco,Verb,17
alius,Adjective,100
flamma,Noun,73
que,Conjunction,3212
ministro,Verb,8
tum,Adverb,248
victus,Noun,4
revoco,Verb,12
vis,Noun,110
fundo,Verb,49
que,Conjunction,3212
per,Preposition,351
herba,Noun,19
impleo,Verb,24
vetus,Adjective,28
Bacchus,Noun,12
pinguis,Adjective,14
que,Conjunction,3212
ferinus,Adjective,2
postquam,Conjunction,37
eximo,Verb,4
fames,Noun,12
epulae,Noun,11
mensa,Noun,25
que,Conjunction,3212
removeo,Verb,2
amitto,Verb,22
longus,Adjective,125
socius,Noun,95
sermo,Noun,15
requiro,Verb,9
spes,Noun,46
que,Conjunction,3212
metus,Noun,39
que,Conjunction,3212
inter,Preposition,116
dubius,Adjective,10
sive,Conjunction,44
vivo,Verb,18
credo,Verb,42
sive,Conjunction,44
extremus,Adjective,7
patior,Verb,32
nec,Conjunction,331
iam,Adverb,250
exaudio,Verb,5
voco,Verb,110
praecipue,Adverb,5
pius,Adjective,37
Aeneas,Noun,238
nunc,Adverb,216
acer,Adjective,46
Orontes,Noun,3
nunc,Adverb,216
Amycus,Noun,5
casus,Noun,47
gemo,Verb,13
et,Conjunction,2083
crudelis,Adjective,30
sui,Pronoun,303
cum,Preposition,139
fatum,Noun,125
Lycus,Noun,3
fortis,Adjective,41
que,Conjunction,3212
Gyas,Noun,11
fortis,Adjective,41
que,Conjunction,3212
Cloanthus,Noun,9
et,Conjunction,2083
iam,Adverb,250
finis,Noun,43
sum,Verb,531
cum,Conjunction,164
Iuppiter,Noun,86
aether,Noun,52
superus,Adjective,113
despicio,Verb,2
mare,Noun,61
velivolus,Adjective,1
terra,Noun,166
que,Conjunction,3212
iaceo,Verb,36
litus,Noun,127
que,Conjunction,3212
et,Conjunction,2083
latus,Adjective,60
populus,Noun,43
sic,Adverb,162
vertex,Noun,40
caelum,Noun,142
consisto,Verb,17
et,Conjunction,2083
Libya,Noun,12
defigo,Verb,7
lumen,Noun,66
regnum,Noun,86
atque,Conjunction,293
ille,Pronoun,379
talis,Pronoun,148
iacto,Verb,31
pectus,Noun,120
cura,Noun,70
tristis,Adjective,44
et,Conjunction,2083
lacrima,Noun,44
oculus,Noun,88
suffundo,Verb,2
nitens,Adjective,7
alloquor,Verb,14
Venus,Noun,34
o,Interjection,108
qui,Pronoun,766
res,Noun,98
homo,Noun,34
que,Conjunction,3212
deus,Noun,181
que,Conjunction,3212
aeternus,Adjective,20
rego,Verb,19
imperium,Noun,40
et,Conjunction,2083
fulmen,Noun,19
terreo,Verb,24
quis,Pronoun,350
meus,Adjective,80
Aeneas,Noun,238
in,Preposition,769
tu,Pronoun,419
committo,Verb,12
tantus,Adjective,118
quis,Pronoun,350
Troes,Noun,27
possum,Verb,95
qui,Pronoun,766
tot,Pronoun,46
funus,Noun,33
patior,Verb,32
cunctus,Adjective,45
ob,Preposition,16
Italia,Noun,44
terra,Noun,166
claudo,Verb,20
orbis,Noun,34
certo,Adverb,3
hinc,Adverb,86
Romanus,Adjective,22
olim,Adverb,20
volvo,Verb,53
annus,Noun,37
hinc,Adverb,86
sum,Verb,531
ductor,Noun,23
revoco,Verb,12
a,Preposition,197
sanguis,Noun,96
Teucer,Noun,6
qui,Pronoun,766
mare,Noun,61
qui,Pronoun,766
terra,Noun,166
omnis,Adjective,330
dicio,Noun,4
teneo,Verb,133
polliceor,Verb,2
quis,Pronoun,350
tu,Pronoun,419
genitor,Noun,57
sententia,Noun,19
verto,Verb,73
hic,Pronoun,694
equidem,Adverb,31
occasus,Noun,4
Troia,Noun,87
tristis,Adjective,44
que,Conjunction,3212
ruina,Noun,16
solor,Verb,10
fatum,Noun,125
contrarius,Adjective,5
fatum,Noun,125
rependo,Verb,2
nunc,Adverb,216
idem,Pronoun,55
fortuna,Noun,66
vir,Noun,170
tot,Pronoun,46
casus,Noun,47
ago,Verb,102
insequor,Verb,14
quis,Pronoun,350
do,Verb,317
finis,Noun,43
rex,Noun,132
magnus,Adjective,282
labor,Noun,74
Antenor,Noun,1
possum,Verb,95
medius,Adjective,164
elabor,Verb,8
Achivus,Adjective,10
Illyrius,Adjective,1
penetro,Verb,4
sinus,Noun,19
atque,Conjunction,293
interior,Adjective,9
tutus,Adjective,27
regnum,Noun,86
Liburnus,Adjective,1
et,Conjunction,2083
fons,Noun,12
supero,Verb,31
Timavus,Noun,1
unde,Adverb,26
per,Preposition,351
os,Noun,142
novem,Number,6
vastus,Adjective,46
cum,Preposition,139
murmur,Noun,13
mons,Noun,65
eo,Verb,138
mare,Noun,61
prorumpo,Verb,5
et,Conjunction,2083
pelagus,Noun,44
premo,Verb,54
arvum,Noun,53
sonans,Adjective,9
hic,Adverb,133
tamen,Adverb,38
ille,Pronoun,379
urbs,Noun,196
Patavium,Noun,1
sedes,Noun,62
que,Conjunction,3212
loco,Verb,17
Teucrus,Adjective,130
et,Conjunction,2083
gens,Noun,96
nomen,Noun,90
do,Verb,317
arma,Noun,279
que,Conjunction,3212
figo,Verb,38
Troius,Adjective,22
nunc,Adverb,216
placidus,Adjective,27
compono,Verb,16
pax,Noun,37
quiesco,Verb,12
nos,Pronoun,79
tuus,Adjective,115
progenies,Noun,9
caelum,Noun,142
qui,Pronoun,766
adnuo,Verb,9
arx,Noun,52
navis,Noun,46
infandus,Adjective,17
amitto,Verb,22
unus,Number,100
ob,Preposition,16
ira,Noun,65
prodo,Verb,9
atque,Conjunction,293
Italus,Adjective,43
longus,Adjective,125
disiungo,Verb,1
ora,Noun,50
hic,Pronoun,694
pietas,Noun,22
honor,Noun,61
sic,Adverb,162
nos,Pronoun,79
in,Preposition,769
sceptrum,Noun,18
repono,Verb,16
ille,Pronoun,379
subrideo,Verb,4
homo,Noun,34
sator,Noun,2
atque,Conjunction,293
deus,Noun,181
vultus,Noun,32
qui,Pronoun,766
caelum,Noun,142
tempestas,Noun,15
que,Conjunction,3212
sereno,Verb,2
osculum,Noun,4
libo,Verb,13
nata,Noun,16
dehinc,Adverb,8
talis,Pronoun,148
for,Verb,93
parco,Verb,15
metus,Noun,39
Cytherea,Noun,6
maneo,Verb,44
immotus,Adjective,12
tui,Pronoun,14
fatum,Noun,125
tu,Pronoun,419
cerno,Verb,47
urbs,Noun,196
et,Conjunction,2083
promitto,Verb,17
Lavinium,Noun,3
moenia,Noun,92
sublimis,Adjective,15
que,Conjunction,3212
fero,Verb,273
ad,Preposition,322
sidus,Noun,57
caelum,Noun,142
magnanimus,Adjective,12
Aeneas,Noun,238
neque,Conjunction,72
ego,Pronoun,389
sententia,Noun,19
verto,Verb,73
hic,Pronoun,694
tu,Pronoun,419
for,Verb,93
enim,Conjunction,39
quando,Adverb,20
hic,Pronoun,694
tu,Pronoun,419
cura,Noun,70
remordeo,Verb,2
longus,Adjective,125
et,Conjunction,2083
volvo,Verb,53
fatum,Noun,125
arcanus,Adjective,4
moveo,Verb,51
bellum,Noun,179
ingens,Adjective,168
gero,Verb,40
Italia,Noun,44
populus,Noun,43
que,Conjunction,3212
ferox,Adjective,10
contundo,Verb,1
mos,Noun,44
que,Conjunction,3212
vir,Noun,170
et,Conjunction,2083
moenia,Noun,92
pono,Verb,56
tertius,Number,13
dum,Conjunction,81
Latium,Noun,31
regno,Verb,8
video,Verb,214
aestas,Noun,7
terni,Number,6
que,Conjunction,3212
transeo,Verb,9
Rutulus,Adjective,64
hiberna,Noun,1
subigo,Verb,10
at,Conjunction,146
puer,Noun,52
Ascanius,Noun,41
qui,Pronoun,766
nunc,Adverb,216
cognomen,Noun,14
Iulus,Noun,35
addo,Verb,40
Ilus,Noun,4
sum,Verb,531
dum,Conjunction,81
res,Noun,98
sto,Verb,88
Ilius,Adjective,3
regnum,Noun,86
triginta,Number,3
magnus,Adjective,282
volvo,Verb,53
mensis,Noun,3
orbis,Noun,34
imperium,Noun,40
expleo,Verb,9
regnum,Noun,86
que,Conjunction,3212
a,Preposition,197
sedes,Noun,62
Lavinium,Noun,3
transfero,Verb,2
et,Conjunction,2083
longus,Adjective,125
multus,Adjective,161
vis,Noun,110
munio,Verb,1
Alba,Noun,6
hic,Adverb,133
iam,Adverb,250
ter,Number,38
centum,Number,32
totus,Adjective,103
regno,Verb,8
annus,Noun,37
gens,Noun,96
sub,Preposition,160
Hectoreus,Adjective,6
donec,Conjunction,14
regina,Noun,41
sacerdos,Noun,26
Mars,Noun,43
gravis,Adjective,31
geminus,Adjective,41
partus,Noun,6
do,Verb,317
Ilia,Noun,2
proles,Noun,24
inde,Adverb,31
lupa,Noun,2
fulvus,Adjective,19
nutrix,Noun,5
tegmen,Noun,13
laetus,Adjective,78
Romulus,Noun,3
excipio,Verb,23
gens,Noun,96
et,Conjunction,2083
Mavortius,Adjective,7
condo,Verb,45
moenia,Noun,92
Romanus,Adjective,22
que,Conjunction,3212
suus,Adjective,69
de,Preposition,113
nomen,Noun,90
dico,Verb,149
hic,Pronoun,694
ego,Pronoun,389
nec,Conjunction,331
meta,Noun,10
res,Noun,98
nec,Conjunction,331
tempus,Noun,39
pono,Verb,56
imperium,Noun,40
sine,Preposition,29
finis,Noun,43
do,Verb,317
quin,Adverb,29
asper,Adjective,31
Iuno,Noun,56
qui,Pronoun,766
mare,Noun,61
nunc,Adverb,216
terra,Noun,166
que,Conjunction,3212
metus,Noun,39
caelum,Noun,142
que,Conjunction,3212
fatigo,Verb,14
consilium,Noun,14
in,Preposition,769
bonus,Adjective,43
refero,Verb,64
ego,Pronoun,389
cum,Preposition,139
que,Conjunction,3212
foveo,Verb,12
Romanus,Adjective,22
res,Noun,98
dominus,Noun,9
gens,Noun,96
que,Conjunction,3212
togatus,Adjective,1
sic,Adverb,162
placeo,Verb,6
venio,Verb,122
lustrum,Noun,2
labor,Verb,41
aetas,Noun,12
cum,Conjunction,164
domus,Noun,85
Assaracus,Noun,7
Phthia,Noun,1
clarus,Adjective,23
que,Conjunction,3212
Mycenae,Noun,11
servitium,Noun,2
premo,Verb,54
ac,Conjunction,112
vinco,Verb,59
dominor,Verb,6
Argus,Adjective,19
nascor,Verb,14
pulcher,Adjective,44
Troianus,Adjective,46
origo,Noun,10
Caesar,Noun,5
imperium,Noun,40
oceanus,Noun,9
fama,Noun,62
qui,Pronoun,766
termino,Verb,1
astrum,Noun,20
Iulius,Adjective,1
a,Preposition,197
magnus,Adjective,282
demitto,Verb,23
nomen,Noun,90
Iulus,Noun,35
hic,Pronoun,694
tu,Pronoun,419
olim,Adverb,20
caelum,Noun,142
spolium,Noun,22
Oriens,Noun,4
onustus,Adjective,1
accipio,Verb,62
securus,Adjective,5
voco,Verb,110
hic,Pronoun,694
quoque,Adverb,25
votum,Noun,29
asper,Adjective,31
tum,Adverb,248
pono,Verb,56
mitesco,Verb,1
saeculum,Noun,8
bellum,Noun,179
canus,Adjective,4
fides,Noun,26
et,Conjunction,2083
Vesta,Noun,5
Remus,Noun,2
cum,Preposition,139
frater,Noun,40
Quirinus,Noun,2
ius,Noun,14
do,Verb,317
dirus,Adjective,33
ferrum,Noun,109
et,Conjunction,2083
compages,Noun,3
artus,Adjective,2
claudo,Verb,20
bellum,Noun,179
porta,Noun,60
furor,Noun,24
impius,Adjective,10
intus,Preposition,15
saevus,Adjective,59
sedeo,Verb,37
super,Preposition,74
arma,Noun,279
et,Conjunction,2083
centum,Number,32
vincio,Verb,4
aenus,Adjective,10
post,Preposition,31
tergum,Noun,52
nodus,Noun,14
fremo,Verb,35
horridus,Adjective,14
os,Noun,142
cruentus,Adjective,22
hic,Pronoun,694
aio,Verb,46
et,Conjunction,2083
Maia,Noun,3
gigno,Verb,14
demitto,Verb,23
a,Preposition,197
altum,Noun,28
ut,Conjunction,160
terra,Noun,166
ut,Conjunction,160
que,Conjunction,3212
novus,Adjective,49
pateo,Verb,14
Carthago,Noun,10
arx,Noun,52
hospitium,Noun,14
Teucrus,Adjective,130
ne,Conjunction,66
fatum,Noun,125
nescius,Adjective,6
Dido,Noun,34
finis,Noun,43
arceo,Verb,9
volo,Verb,54
ille,Pronoun,379
per,Preposition,351
aer,Noun,9
magnus,Adjective,282
remigium,Noun,6
ala,Noun,33
ac,Conjunction,112
Libya,Noun,12
citus,Adjective,11
asto,Verb,19
ora,Noun,50
et,Conjunction,2083
iam,Adverb,250
iussum,Noun,22
facio,Verb,55
pono,Verb,56
que,Conjunction,3212
ferox,Adjective,10
Poenus,Adjective,6
cor,Noun,33
volo,Verb,46
deus,Noun,181
imprimis,Adverb,1
regina,Noun,41
quietus,Adjective,8
accipio,Verb,62
in,Preposition,769
Teucrus,Adjective,130
animus,Noun,162
mens,Noun,67
que,Conjunction,3212
benignus,Adjective,1
at,Conjunction,146
pius,Adjective,37
Aeneas,Noun,238
per,Preposition,351
nox,Noun,97
multus,Adjective,161
volvo,Verb,53
ut,Conjunction,160
primum,Number,53
lux,Noun,47
almus,Adjective,18
do,Verb,317
sum,Verb,531
exeo,Verb,10
locus,Noun,85
que,Conjunction,3212
exploro,Verb,5
novus,Adjective,49
quis,Pronoun,350
ventus,Noun,87
accedo,Verb,11
ora,Noun,50
quis,Pronoun,350
teneo,Verb,133
nam,Conjunction,41
incultus,Adjective,2
video,Verb,214
homo,Noun,34
ne,Adverb,63
fera,Noun,14
ne,Adverb,63
quaero,Verb,53
constituo,Verb,9
socius,Noun,95
que,Conjunction,3212
exactus,Adjective,1
refero,Verb,64
classis,Noun,62
in,Preposition,769
convexum,Noun,6
nemus,Noun,37
sub,Preposition,160
rupes,Noun,18
cavo,Verb,4
arbor,Noun,19
claudo,Verb,20
circum,Preposition,74
atque,Conjunction,293
horrens,Adjective,9
umbra,Noun,69
occulo,Verb,2
ipse,Pronoun,289
unus,Number,100
gradior,Verb,10
comitor,Verb,21
Achates,Noun,21
bini,Number,9
manus,Noun,206
latus,Adjective,60
crispo,Verb,2
hastile,Noun,11
ferrum,Noun,109
qui,Pronoun,766
mater,Noun,84
medius,Adjective,164
sui,Pronoun,303
fero,Verb,273
obvius,Adjective,18
silva,Noun,68
virgo,Noun,47
os,Noun,142
habitus,Noun,3
que,Conjunction,3212
gero,Verb,40
et,Conjunction,2083
virgo,Noun,47
arma,Noun,279
Spartanus,Adjective,1
vel,Conjunction,26
qualis,Pronoun,42
equus,Noun,128
Threissa,Noun,2
fatigo,Verb,14
Harpalyce,Noun,1
volucer,Adjective,12
que,Conjunction,3212
fuga,Noun,54
praeverto,Verb,4
Hebrus,Noun,3
namque,Conjunction,42
umerus,Noun,54
de,Preposition,113
mos,Noun,44
habilis,Adjective,5
suspendo,Verb,17
arcus,Noun,23
venatrix,Noun,3
do,Verb,317
que,Conjunction,3212
coma,Noun,25
diffundo,Verb,5
ventus,Noun,87
nudus,Adjective,12
genu,Noun,10
nodus,Noun,14
que,Conjunction,3212
sinus,Noun,19
colligo,Verb,16
fluo,Verb,13
ac,Conjunction,112
prior,Number,26
heus,Interjection,2
inquam,Verb,29
iuvenis,Noun,78
monstro,Verb,18
meus,Adjective,80
video,Verb,214
si,Conjunction,206
quis,Pronoun,85
hic,Adverb,133
erro,Verb,32
forte,Adverb,35
soror,Noun,39
succingo,Verb,5
pharetra,Noun,13
et,Conjunction,2083
maculosus,Adjective,2
tegmen,Noun,13
lynx,Noun,1
aut,Conjunction,216
spumo,Verb,25
aper,Noun,3
cursus,Noun,73
clamor,Noun,66
premo,Verb,54
sic,Adverb,162
Venus,Noun,34
et,Conjunction,2083
Venus,Noun,34
contra,Preposition,75
sic,Adverb,162
filius,Noun,14
ordior,Verb,9
nullus,Adjective,57
tuus,Adjective,115
audio,Verb,55
ego,Pronoun,389
neque,Conjunction,72
video,Verb,214
soror,Noun,39
o,Interjection,108
quis,Pronoun,350
tu,Pronoun,419
memoro,Verb,27
virgo,Noun,47
namque,Conjunction,42
haud,Adverb,102
tu,Pronoun,419
vultus,Noun,32
mortalis,Adjective,24
nec,Conjunction,331
vox,Noun,113
homo,Noun,34
sono,Verb,28
o,Interjection,108
dea,Noun,55
certo,Adverb,3
an,Adverb,19
Phoebus,Noun,32
soror,Noun,39
an,Adverb,19
nympha,Noun,23
sanguis,Noun,96
unus,Number,100
sum,Verb,531
felix,Adjective,21
noster,Adjective,94
que,Conjunction,3212
levo,Verb,14
quicumque,Pronoun,27
labor,Noun,74
et,Conjunction,2083
quis,Pronoun,350
sub,Preposition,160
caelum,Noun,142
tandem,Adverb,42
quis,Pronoun,350
orbis,Noun,34
in,Preposition,769
ora,Noun,50
iacto,Verb,31
doceo,Verb,20
ignarus,Adjective,28
homo,Noun,34
que,Conjunction,3212
locus,Noun,85
que,Conjunction,3212
erro,Verb,32
ventus,Noun,87
huc,Adverb,53
vastus,Adjective,46
et,Conjunction,2083
fluctus,Noun,44
ago,Verb,102
multus,Adjective,161
tu,Pronoun,419
ante,Preposition,102
ara,Noun,71
noster,Adjective,94
cado,Verb,36
hostia,Noun,3
dextera,Noun,111
tum,Adverb,248
Venus,Noun,34
haud,Adverb,102
equidem,Adverb,31
talis,Pronoun,148
ego,Pronoun,389
dignor,Verb,5
honor,Noun,61
virgo,Noun,47
Tyrius,Adjective,25
mos,Noun,44
sum,Verb,531
gesto,Verb,4
pharetra,Noun,13
purpureus,Adjective,15
que,Conjunction,3212
alte,Adverb,13
sura,Noun,3
vincio,Verb,4
cothurnus,Noun,1
Punicus,Adjective,2
regnum,Noun,86
video,Verb,214
Tyrius,Adjective,25
et,Conjunction,2083
Agenor,Noun,1
urbs,Noun,196
sed,Conjunction,146
finis,Noun,43
Libycus,Adjective,13
genus,Noun,70
intractabilis,Adjective,1
bellum,Noun,179
imperium,Noun,40
Dido,Noun,34
Tyrius,Adjective,25
rego,Verb,19
urbs,Noun,196
proficiscor,Verb,7
germanus,Noun,8
fugio,Verb,73
longus,Adjective,125
sum,Verb,531
iniuria,Noun,6
longus,Adjective,125
ambages,Noun,3
sed,Conjunction,146
superus,Adjective,113
sequor,Verb,122
fastigium,Noun,10
res,Noun,98
hic,Pronoun,694
coniunx,Noun,60
Sychaeus,Noun,7
sum,Verb,531
dives,Adjective,16
ager,Noun,28
Phoenices,Noun,1
et,Conjunction,2083
magnus,Adjective,282
miser,Adjective,72
diligo,Verb,8
amor,Noun,78
qui,Pronoun,766
pater,Noun,172
intactus,Adjective,5
do,Verb,317
primus,Number,200
que,Conjunction,3212
iugo,Verb,1
omen,Noun,21
sed,Conjunction,146
regnum,Noun,86
Tyros,Noun,4
germanus,Noun,8
habeo,Verb,69
Pygmalion,Noun,3
scelus,Noun,20
ante,Preposition,102
alius,Adjective,100
immanis,Adjective,47
omnis,Adjective,330
qui,Pronoun,766
inter,Preposition,116
medius,Adjective,164
venio,Verb,122
furor,Noun,24
ille,Pronoun,379
Sychaeus,Noun,7
impius,Adjective,10
ante,Preposition,102
ara,Noun,71
atque,Conjunction,293
aurum,Noun,77
caecus,Adjective,34
amor,Noun,78
clam,Adverb,1
ferrum,Noun,109
incautus,Adjective,6
supero,Verb,31
securus,Adjective,5
amor,Noun,78
germanus,Adjective,13
factum,Noun,27
que,Conjunction,3212
diu,Adverb,10
celo,Verb,4
et,Conjunction,2083
aeger,Adjective,18
multus,Adjective,161
malus,Adjective,5
simulo,Verb,10
vanus,Adjective,15
spes,Noun,46
ludo,Verb,12
amans,Adjective,7
ipse,Pronoun,289
sed,Conjunction,146
in,Preposition,769
somnus,Noun,42
inhumatus,Adjective,6
venio,Verb,122
imago,Noun,30
coniunx,Noun,60
os,Noun,142
modus,Noun,18
attollo,Verb,29
pallidus,Adjective,6
mirus,Adverb,9
crudelis,Adjective,30
ara,Noun,71
traicio,Verb,10
que,Conjunction,3212
pectus,Noun,120
ferrum,Noun,109
nudo,Verb,6
caecus,Adjective,34
que,Conjunction,3212
domus,Noun,85
scelus,Noun,20
omnis,Adjective,330
retego,Verb,5
tum,Adverb,248
celero,Verb,8
fuga,Noun,54
patria,Noun,42
que,Conjunction,3212
excedo,Verb,11
suadeo,Verb,11
auxilium,Noun,30
que,Conjunction,3212
via,Noun,78
vetus,Adjective,28
tellus,Noun,51
recludo,Verb,10
thesaurus,Noun,1
ignotus,Adjective,19
argentum,Noun,14
pondus,Noun,16
et,Conjunction,2083
aurum,Noun,77
hic,Pronoun,694
commoveo,Verb,6
fuga,Noun,54
Dido,Noun,34
socius,Noun,95
que,Conjunction,3212
paro,Verb,58
convenio,Verb,11
qui,Pronoun,766
aut,Conjunction,216
odium,Noun,13
crudelis,Adjective,30
tyrannus,Noun,7
aut,Conjunction,216
metus,Noun,39
acer,Adjective,46
sum,Verb,531
navis,Noun,46
qui,Pronoun,766
forte,Adverb,35
paro,Verb,58
corripio,Verb,31
onero,Verb,15
que,Conjunction,3212
aurum,Noun,77
porto,Verb,19
avarus,Adjective,2
Pygmalion,Noun,3
ops,Noun,26
pelagus,Noun,44
dux,Noun,46
femina,Noun,9
factum,Noun,27
devenio,Verb,4
locus,Noun,85
ubi,Adverb,108
nunc,Adverb,216
ingens,Adjective,168
cerno,Verb,47
moenia,Noun,92
surgo,Verb,47
que,Conjunction,3212
novus,Adjective,49
Carthago,Noun,10
arx,Noun,52
mercor,Verb,2
que,Conjunction,3212
solum,Noun,30
factum,Noun,27
de,Preposition,113
nomen,Noun,90
Byrsa,Noun,1
taurinus,Adjective,2
quantus,Adjective,25
possum,Verb,95
circumdo,Verb,18
tergum,Noun,52
sed,Conjunction,146
vos,Pronoun,62
quis,Pronoun,350
tandem,Adverb,42
quis,Pronoun,350
aut,Conjunction,216
venio,Verb,122
a,Preposition,197
ora,Noun,50
quo,Adverb,52
ve,Conjunction,79
teneo,Verb,133
iter,Noun,35
quaero,Verb,53
talis,Pronoun,148
ille,Pronoun,379
suspiro,Verb,1
inferus,Adjective,46
que,Conjunction,3212
traho,Verb,41
a,Preposition,197
pectus,Noun,120
vox,Noun,113
o,Interjection,108
dea,Noun,55
si,Conjunction,206
primus,Number,200
repeto,Verb,11
a,Preposition,197
origo,Noun,10
pergo,Verb,8
et,Conjunction,2083
vaco,Verb,4
Annalis,Noun,1
noster,Adjective,94
audio,Verb,55
labor,Noun,74
ante,Preposition,102
dies,Noun,61
claudo,Verb,20
compono,Verb,16
Vesper,Noun,2
Olympus,Noun,25
nos,Pronoun,79
Troia,Noun,87
antiquus,Adjective,42
si,Conjunction,206
vester,Adjective,34
forte,Adverb,35
per,Preposition,351
auris,Noun,25
Troia,Noun,87
nomen,Noun,90
eo,Verb,138
diversus,Adjective,27
per,Preposition,351
aequor,Noun,89
veho,Verb,24
fors,Noun,9
suus,Adjective,69
Libycus,Adjective,13
tempestas,Noun,15
appello,Verb,4
ora,Noun,50
sum,Verb,531
pius,Adjective,37
Aeneas,Noun,238
rapio,Verb,58
qui,Pronoun,766
e,Preposition,131
hostis,Noun,85
Penates,Noun,24
classis,Noun,62
veho,Verb,24
ego,Pronoun,389
cum,Preposition,139
fama,Noun,62
super,Preposition,74
aether,Noun,52
notus,Adjective,30
Italia,Noun,44
quaero,Verb,53
patria,Noun,42
et,Conjunction,2083
genus,Noun,70
a,Preposition,197
Iuppiter,Noun,86
superus,Adjective,113
bis,Number,31
deni,Number,4
Phrygius,Adjective,28
conscendo,Verb,6
navis,Noun,46
aequor,Noun,89
mater,Noun,84
dea,Noun,55
monstro,Verb,18
via,Noun,78
do,Verb,317
fatum,Noun,125
sequor,Verb,122
vix,Adverb,39
septem,Number,14
convello,Verb,11
unda,Noun,109
Eurus,Noun,8
que,Conjunction,3212
supersum,Verb,12
ipse,Pronoun,289
ignotus,Adjective,19
egens,Adjective,3
Libya,Noun,12
deserta,Noun,2
peragro,Verb,3
Europa,Noun,3
atque,Conjunction,293
Asia,Noun,8
pello,Verb,29
nec,Conjunction,331
multus,Adjective,161
queror,Verb,3
patior,Verb,32
Venus,Noun,34
medius,Adjective,164
sic,Adverb,162
interfor,Verb,1
dolor,Noun,40
sum,Verb,531
quisquis,Pronoun,15
sum,Verb,531
haud,Adverb,102
credo,Verb,42
invisus,Adjective,14
caelestis,Noun,3
aura,Noun,85
vitalis,Adjective,1
carpo,Verb,11
Tyrius,Adjective,25
qui,Pronoun,766
advenio,Verb,8
urbs,Noun,196
pergo,Verb,8
modo,Adverb,13
atque,Conjunction,293
hinc,Adverb,86
tu,Pronoun,419
regina,Noun,41
ad,Preposition,322
limen,Noun,68
perfero,Verb,20
namque,Conjunction,42
tu,Pronoun,419
redux,Adjective,6
socius,Noun,95
classis,Noun,62
que,Conjunction,3212
refero,Verb,64
nuntio,Verb,2
et,Conjunction,2083
in,Preposition,769
tutum,Noun,3
verto,Verb,73
Aquilo,Noun,6
ago,Verb,102
nisi,Conjunction,21
frustra,Adverb,19
augurium,Noun,11
vanus,Adjective,15
doceo,Verb,20
parens,Noun,67
aspicio,Verb,34
bis,Number,31
senus,Number,3
