SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
rapidus,Adjective,27
que,Conjunction,3212
volo,Verb,54
obeo,Verb,8
omnis,Adjective,330
currus,Noun,51
iam,Adverb,250
que,Conjunction,3212
hic,Adverb,133
germanus,Noun,8
iam,Adverb,250
que,Conjunction,3212
hic,Adverb,133
ostento,Verb,10
ovo,Verb,15
nec,Conjunction,331
confero,Verb,11
manus,Noun,206
patior,Verb,32
volo,Verb,54
avius,Adjective,5
longus,Adjective,125
haud,Adverb,102
parum,Adverb,18
Aeneas,Noun,238
torqueo,Verb,43
lego,Verb,26
obvius,Adjective,18
orbis,Noun,34
vestigo,Verb,6
que,Conjunction,3212
vir,Noun,170
et,Conjunction,2083
disicio,Verb,12
per,Preposition,351
agmen,Noun,98
magnus,Adjective,282
vox,Noun,113
voco,Verb,110
quotiens,Adverb,4
oculus,Noun,88
conicio,Verb,20
in,Preposition,769
hostis,Noun,85
alipes,Adjective,2
que,Conjunction,3212
fuga,Noun,54
cursus,Noun,73
tento,Verb,27
equus,Noun,128
averto,Verb,22
totiens,Adverb,10
currus,Noun,51
Iuturna,Noun,13
retorqueo,Verb,4
heu,Interjection,34
quis,Pronoun,350
ago,Verb,102
varius,Adjective,41
nequiquam,Adverb,36
fluctuo,Verb,5
aestus,Noun,16
diversus,Adjective,27
que,Conjunction,3212
voco,Verb,110
animus,Noun,162
in,Preposition,769
contrarius,Adjective,5
cura,Noun,70
hic,Pronoun,694
Messapus,Noun,22
ut,Conjunction,160
laeva,Noun,14
duo,Number,22
forte,Adverb,35
gero,Verb,40
lentus,Adjective,13
levis,Adjective,26
cursus,Noun,73
praefigo,Verb,8
hastile,Noun,11
ferrum,Noun,109
hic,Pronoun,694
unus,Number,100
certus,Adjective,29
contorqueo,Verb,9
dirigo,Verb,11
ictus,Noun,21
subsisto,Verb,10
Aeneas,Noun,238
et,Conjunction,2083
sui,Pronoun,303
colligo,Verb,16
in,Preposition,769
arma,Noun,279
poples,Noun,4
subsido,Verb,5
apex,Noun,6
tamen,Adverb,38
incitus,Adjective,2
superus,Adjective,113
hasta,Noun,72
fero,Verb,273
superus,Adjective,113
que,Conjunction,3212
excutio,Verb,22
vertex,Noun,40
crista,Noun,17
tum,Adverb,248
vero,Adverb,44
adsurgo,Verb,8
ira,Noun,65
insidiae,Noun,15
que,Conjunction,3212
subigo,Verb,10
diverto,Verb,2
ubi,Adverb,108
sentio,Verb,16
equus,Noun,128
currus,Noun,51
que,Conjunction,3212
refero,Verb,64
multus,Adjective,161
Iuppiter,Noun,86
et,Conjunction,2083
laedo,Verb,5
testor,Verb,17
foedus,Noun,42
ara,Noun,71
iam,Adverb,250
tandem,Adverb,42
invado,Verb,17
medius,Adjective,164
et,Conjunction,2083
Mars,Noun,43
secundus,Adjective,31
terribilis,Adjective,9
saevus,Adjective,59
nullus,Adjective,57
discrimen,Noun,16
caedes,Noun,37
suscito,Verb,10
ira,Noun,65
que,Conjunction,3212
omnis,Adjective,330
effundo,Verb,35
habena,Noun,20
quis,Pronoun,350
ego,Pronoun,389
nunc,Adverb,216
tot,Pronoun,46
acerbus,Adjective,13
deus,Noun,181
quis,Pronoun,350
carmen,Noun,14
caedes,Noun,37
diversus,Adjective,27
obitus,Noun,2
que,Conjunction,3212
dux,Noun,46
qui,Pronoun,766
aequor,Noun,89
totus,Adjective,103
in,Preposition,769
que,Conjunction,3212
vicis,Noun,8
nunc,Adverb,216
Turnus,Noun,152
ago,Verb,102
nunc,Adverb,216
Troius,Adjective,22
heros,Noun,23
expedio,Verb,14
tantus,Adjective,118
ne,Adverb,63
placeo,Verb,6
concurro,Verb,22
motus,Noun,5
Iuppiter,Noun,86
aeternus,Adjective,20
gens,Noun,96
in,Preposition,769
pax,Noun,37
sum,Verb,531
Aeneas,Noun,238
Rutulus,Adjective,64
Sucro,Noun,1
is,Pronoun,82
primus,Number,200
ruo,Verb,70
pugna,Noun,70
locus,Noun,85
statuo,Verb,13
Teucrus,Adjective,130
haud,Adverb,102
multus,Adjective,161
moror,Verb,31
excipio,Verb,23
in,Preposition,769
latus,Noun,36
et,Conjunction,2083
qua,Adverb,42
fatum,Noun,125
celer,Adjective,25
crudus,Adjective,6
transadigo,Verb,3
costa,Noun,9
et,Conjunction,2083
crates,Noun,3
pectus,Noun,120
ensis,Noun,62
Turnus,Noun,152
equus,Noun,128
deicio,Verb,21
Amycus,Noun,5
frater,Noun,40
que,Conjunction,3212
Diores,Noun,5
congredior,Verb,13
pes,Noun,65
hic,Pronoun,694
venio,Verb,122
cuspis,Noun,12
longus,Adjective,125
hic,Pronoun,694
mucro,Noun,16
ferio,Verb,20
currus,Noun,51
que,Conjunction,3212
abscido,Verb,1
duo,Number,22
suspendo,Verb,17
caput,Noun,84
et,Conjunction,2083
roro,Verb,4
sanguis,Noun,96
porto,Verb,19
ille,Pronoun,379
Talos,Noun,1
Tanais,Noun,1
que,Conjunction,3212
nex,Noun,5
fortis,Adjective,41
que,Conjunction,3212
Cethegus,Noun,1
tres,Number,20
unus,Number,100
congressus,Noun,2
et,Conjunction,2083
maestus,Adjective,36
mitto,Verb,70
Onites,Noun,1
nomen,Noun,90
Echionius,Adjective,1
mater,Noun,84
que,Conjunction,3212
genus,Noun,70
Peridia,Noun,1
hic,Pronoun,694
frater,Noun,40
Lycia,Noun,5
mitto,Verb,70
et,Conjunction,2083
Apollo,Noun,30
ager,Noun,28
et,Conjunction,2083
iuvenis,Noun,78
exosus,Adjective,4
nequiquam,Adverb,36
bellum,Noun,179
Menoetes,Noun,6
Arcas,Adjective,18
piscosus,Adjective,3
qui,Pronoun,766
circum,Preposition,74
flumen,Noun,42
Lerna,Noun,3
ars,Noun,37
sum,Verb,531
pauper,Adjective,6
que,Conjunction,3212
domus,Noun,85
nec,Conjunction,331
notus,Adjective,30
potens,Adjective,19
munus,Noun,37
conduco,Verb,1
que,Conjunction,3212
pater,Noun,172
tellus,Noun,51
sero,Verb,15
ac,Conjunction,112
velut,Adverb,29
immitto,Verb,23
diversus,Adjective,27
pars,Noun,88
ignis,Noun,91
areo,Verb,3
in,Preposition,769
silva,Noun,68
et,Conjunction,2083
virgultum,Noun,6
sonans,Adjective,9
laurus,Noun,9
aut,Conjunction,216
ubi,Adverb,108
decursus,Noun,1
rapidus,Adjective,27
de,Preposition,113
mons,Noun,65
altus,Adjective,175
do,Verb,317
sonitus,Noun,32
spumosus,Adjective,2
amnis,Noun,38
et,Conjunction,2083
in,Preposition,769
aequor,Noun,89
curro,Verb,15
quisque,Pronoun,32
suus,Adjective,69
populor,Verb,1
iter,Noun,35
non,Adverb,259
segnis,Adjective,17
ambo,Number,25
Aeneas,Noun,238
Turnus,Noun,152
que,Conjunction,3212
ruo,Verb,70
per,Preposition,351
proelium,Noun,41
nunc,Adverb,216
nunc,Adverb,216
fluctuo,Verb,5
ira,Noun,65
intus,Preposition,15
rumpo,Verb,44
nescius,Adjective,6
vinco,Verb,59
pectus,Noun,120
nunc,Adverb,216
totus,Adjective,103
in,Preposition,769
vulnus,Noun,70
vis,Noun,110
eo,Verb,138
Murranus,Noun,2
hic,Pronoun,694
atavus,Noun,3
et,Conjunction,2083
avus,Noun,17
antiquus,Adjective,42
sono,Verb,28
nomen,Noun,90
per,Preposition,351
rex,Noun,132
que,Conjunction,3212
ago,Verb,102
genus,Noun,70
omnis,Adjective,330
Latinus,Adjective,63
praeceps,Adjective,26
scopulus,Noun,27
atque,Conjunction,293
ingens,Adjective,168
turbo,Noun,17
saxum,Noun,78
excutio,Verb,22
effundo,Verb,35
que,Conjunction,3212
solum,Noun,30
hic,Pronoun,694
lorum,Noun,8
et,Conjunction,2083
iugum,Noun,27
subter,Preposition,6
provolvo,Verb,2
rota,Noun,14
creber,Adjective,14
super,Preposition,74
ungula,Noun,4
pulsus,Noun,4
incitus,Adjective,2
nec,Conjunction,331
dominus,Noun,9
memor,Adjective,19
proculco,Verb,1
equus,Noun,128
ille,Pronoun,379
ruo,Verb,70
Hyllus,Noun,1
animus,Noun,162
que,Conjunction,3212
immane,Adverb,3
fremo,Verb,35
occurro,Verb,17
telum,Noun,147
que,Conjunction,3212
auro,Verb,10
ad,Preposition,322
tempus,Noun,31
torqueo,Verb,43
ille,Pronoun,379
per,Preposition,351
galea,Noun,32
figo,Verb,38
sto,Verb,88
hasta,Noun,72
cerebrum,Noun,7
dextera,Noun,111
nec,Conjunction,331
tuus,Adjective,115
tu,Pronoun,419
Graecus,Adjective,25
fortis,Adjective,41
Cretheus,Noun,3
eripio,Verb,46
Turnus,Noun,152
nec,Conjunction,331
deus,Noun,181
tego,Verb,39
Cupencus,Noun,1
Aeneas,Noun,238
venio,Verb,122
suus,Adjective,69
do,Verb,317
obvius,Adjective,18
ferrum,Noun,109
pectus,Noun,120
nec,Conjunction,331
miser,Adjective,72
clipeus,Noun,50
mora,Noun,40
prosum,Verb,5
aes,Noun,30
tu,Pronoun,419
quoque,Adverb,25
Laurens,Adjective,20
video,Verb,214
Aeolus,Noun,6
campus,Noun,78
oppeto,Verb,5
et,Conjunction,2083
latus,Adjective,60
terra,Noun,166
consterno,Verb,2
tergum,Noun,52
occido,Verb,9
Argus,Adjective,19
qui,Pronoun,766
non,Adverb,259
possum,Verb,95
phalanx,Noun,7
sterno,Verb,47
nec,Conjunction,331
Priamus,Noun,38
regnum,Noun,86
eversor,Noun,1
Achilles,Noun,22
hic,Adverb,133
tu,Pronoun,419
mors,Noun,71
sum,Verb,531
meta,Noun,10
domus,Noun,85
altus,Adjective,175
sub,Preposition,160
Ida,Noun,10
Lyrnesus,Noun,1
domus,Noun,85
altus,Adjective,175
solum,Noun,30
Laurens,Adjective,20
sepulcrum,Noun,11
totus,Adjective,103
adeo,Adverb,19
converto,Verb,24
acies,Noun,67
omnis,Adjective,330
que,Conjunction,3212
Latinus,Adjective,63
omnis,Adjective,330
Dardanides,Noun,22
Mnestheus,Noun,23
acer,Adjective,46
que,Conjunction,3212
Serestus,Noun,8
et,Conjunction,2083
Messapus,Noun,22
equus,Noun,128
domitor,Noun,7
et,Conjunction,2083
fortis,Adjective,41
Asilas,Noun,5
Tuscus,Adjective,7
que,Conjunction,3212
phalanx,Noun,7
Evander,Noun,27
que,Conjunction,3212
Arcas,Adjective,18
ala,Noun,33
pro,Preposition,48
sui,Pronoun,303
quisque,Pronoun,32
vir,Noun,170
superus,Adjective,113
nitor,Verb,10
ops,Noun,26
vis,Noun,110
nec,Conjunction,331
mora,Noun,40
nec,Conjunction,331
requies,Noun,8
vastus,Adjective,46
certamen,Noun,33
tendo,Verb,71
hic,Adverb,133
mens,Noun,67
Aeneas,Noun,238
genetrix,Noun,13
pulcher,Adjective,44
mitto,Verb,70
eo,Verb,138
ut,Conjunction,160
ad,Preposition,322
murus,Noun,79
urbs,Noun,196
que,Conjunction,3212
adverto,Verb,17
agmen,Noun,98
ocior,Adjective,14
et,Conjunction,2083
subitus,Adjective,27
turbo,Verb,43
clades,Noun,4
Latinus,Adjective,63
ille,Pronoun,379
ut,Conjunction,160
vestigo,Verb,6
diverto,Verb,2
per,Preposition,351
agmen,Noun,98
Turnus,Noun,152
huc,Adverb,53
atque,Conjunction,293
huc,Adverb,53
acies,Noun,67
circumfero,Verb,3
aspicio,Verb,34
urbs,Noun,196
immunis,Adjective,1
tantus,Adjective,118
bellum,Noun,179
atque,Conjunction,293
impune,Adverb,8
quietus,Adjective,8
continuo,Adverb,15
pugna,Noun,70
accendo,Verb,25
magnus,Adjective,282
imago,Noun,30
Mnestheus,Noun,23
Sergestus,Noun,10
que,Conjunction,3212
voco,Verb,110
fortis,Adjective,41
que,Conjunction,3212
Serestus,Noun,8
ductor,Noun,23
tumulus,Noun,31
que,Conjunction,3212
capio,Verb,50
quo,Adverb,52
ceterus,Adjective,16
Teucrus,Adjective,130
concurro,Verb,22
legio,Noun,7
nec,Conjunction,331
scutum,Noun,13
aut,Conjunction,216
spiculum,Noun,17
densus,Adjective,36
depono,Verb,8
celsus,Adjective,23
medius,Adjective,164
sto,Verb,88
agger,Noun,23
for,Verb,93
ne,Conjunction,66
quis,Pronoun,85
meus,Adjective,80
sum,Verb,531
dictum,Noun,93
mora,Noun,40
Iuppiter,Noun,86
hac,Adverb,10
sto,Verb,88
neu,Conjunction,21
quis,Pronoun,85
ob,Preposition,16
inceptum,Noun,9
subitus,Adjective,27
ego,Pronoun,389
segnis,Adjective,17
eo,Verb,138
urbs,Noun,196
hodie,Adverb,4
causa,Noun,33
bellum,Noun,179
regnum,Noun,86
ipse,Pronoun,289
Latinus,Noun,41
nisi,Conjunction,21
frenum,Noun,11
accipio,Verb,62
et,Conjunction,2083
vinco,Verb,59
pareo,Verb,17
fateor,Verb,12
eruo,Verb,8
et,Conjunction,2083
aequus,Adjective,27
solum,Noun,30
fumo,Verb,10
culmen,Noun,15
pono,Verb,56
scilicet,Adverb,7
exspecto,Verb,16
libet,Verb,1
dum,Conjunction,81
proelium,Noun,41
Turnus,Noun,152
noster,Adjective,94
patior,Verb,32
rursus,Adverb,29
que,Conjunction,3212
volo,Verb,46
concurro,Verb,22
vinco,Verb,59
hic,Pronoun,694
caput,Noun,84
o,Interjection,108
civis,Noun,15
hic,Pronoun,694
bellum,Noun,179
summa,Noun,3
nefandus,Adjective,8
fero,Verb,273
fax,Noun,21
properus,Adjective,4
foedus,Noun,42
que,Conjunction,3212
reposco,Verb,8
flamma,Noun,73
dico,Verb,149
atque,Conjunction,293
animus,Noun,162
pariter,Adverb,30
certo,Verb,22
omnis,Adjective,330
do,Verb,317
cuneus,Noun,7
densus,Adjective,36
que,Conjunction,3212
ad,Preposition,322
murus,Noun,79
moles,Noun,30
fero,Verb,273
scalae,Noun,5
improviso,Adverb,2
subitus,Adjective,27
que,Conjunction,3212
appareo,Verb,17
ignis,Noun,91
discurro,Verb,5
alius,Adjective,100
ad,Preposition,322
porta,Noun,60
primus,Number,200
que,Conjunction,3212
trucido,Verb,2
ferrum,Noun,109
alius,Adjective,100
torqueo,Verb,43
et,Conjunction,2083
obumbro,Verb,2
aether,Noun,52
telum,Noun,147
ipse,Pronoun,289
inter,Preposition,116
primus,Number,200
dextera,Noun,111
sub,Preposition,160
moenia,Noun,92
tendo,Verb,71
Aeneas,Noun,238
magnus,Adjective,282
que,Conjunction,3212
incuso,Verb,7
vox,Noun,113
Latinus,Noun,41
testor,Verb,17
que,Conjunction,3212
deus,Noun,181
iterum,Adverb,26
sui,Pronoun,303
ad,Preposition,322
proelium,Noun,41
cogo,Verb,25
bis,Number,31
iam,Adverb,250
Italus,Adjective,43
hostis,Noun,85
hic,Pronoun,694
alter,Adjective,29
foedus,Noun,42
rumpo,Verb,44
exorior,Verb,8
trepidus,Adjective,25
inter,Preposition,116
discordia,Noun,7
civis,Noun,15
urbs,Noun,196
alius,Adjective,100
resero,Verb,3
iubeo,Verb,70
et,Conjunction,2083
pando,Verb,25
porta,Noun,60
Dardanides,Noun,22
ipse,Pronoun,289
que,Conjunction,3212
traho,Verb,41
in,Preposition,769
moenia,Noun,92
rex,Noun,132
arma,Noun,279
fero,Verb,273
alius,Adjective,100
et,Conjunction,2083
pergo,Verb,8
defendo,Verb,17
murus,Noun,79
includo,Verb,20
ut,Conjunction,160
cum,Conjunction,164
latebrosus,Adjective,3
in,Preposition,769
pumex,Noun,2
pastor,Noun,11
vestigo,Verb,6
apis,Noun,4
fumus,Noun,10
que,Conjunction,3212
impleo,Verb,24
amarus,Adjective,7
ille,Pronoun,379
intus,Preposition,15
trepidus,Adjective,25
res,Noun,98
per,Preposition,351
cereus,Adjective,1
castra,Noun,50
discurro,Verb,5
magnus,Adjective,282
que,Conjunction,3212
acuo,Verb,7
stridor,Noun,7
ira,Noun,65
volvo,Verb,53
ater,Adjective,71
odor,Noun,4
tectum,Noun,83
tum,Adverb,248
murmur,Noun,13
caecus,Adjective,34
intus,Preposition,15
saxum,Noun,78
sono,Verb,28
vacuus,Adjective,11
eo,Verb,138
fumus,Noun,10
ad,Preposition,322
aura,Noun,85
accido,Verb,1
hic,Pronoun,694
fessus,Adjective,33
etiam,Adverb,41
fortuna,Noun,66
Latinus,Adjective,63
qui,Pronoun,766
totus,Adjective,103
luctus,Noun,24
concutio,Verb,18
funditus,Adverb,3
urbs,Noun,196
regina,Noun,41
ut,Conjunction,160
tectum,Noun,83
venio,Verb,122
prospicio,Verb,16
hostis,Noun,85
incesso,Verb,1
murus,Noun,79
ignis,Noun,91
ad,Preposition,322
tectum,Noun,83
volo,Verb,54
nusquam,Adverb,6
acies,Noun,67
contra,Preposition,75
Rutulus,Adjective,64
nullus,Adjective,57
agmen,Noun,98
Turnus,Noun,152
infelix,Adjective,48
pugna,Noun,70
iuvenis,Noun,78
in,Preposition,769
certamen,Noun,33
credo,Verb,42
exstinguo,Verb,10
et,Conjunction,2083
subito,Adverb,24
mens,Noun,67
turbo,Verb,43
dolor,Noun,40
sui,Pronoun,303
causa,Noun,33
clamo,Verb,5
crimen,Noun,15
que,Conjunction,3212
caput,Noun,84
que,Conjunction,3212
malum,Noun,25
multus,Adjective,161
que,Conjunction,3212
per,Preposition,351
maestus,Adjective,36
demens,Adjective,16
effor,Verb,28
furor,Noun,24
purpureus,Adjective,15
morior,Verb,47
manus,Noun,206
discindo,Verb,1
amictus,Noun,11
et,Conjunction,2083
nodus,Noun,14
informis,Adjective,5
letum,Noun,34
trabs,Noun,11
necto,Verb,7
a,Preposition,197
altus,Adjective,175
qui,Pronoun,766
clades,Noun,4
miser,Adjective,72
postquam,Conjunction,37
accipio,Verb,62
Latinus,Adjective,63
filia,Noun,4
primus,Number,200
manus,Noun,206
flavus,Adjective,7
Lavinia,Noun,11
crinis,Noun,28
et,Conjunction,2083
roseus,Adjective,7
lanio,Verb,2
gena,Noun,7
tum,Adverb,248
ceterus,Adjective,16
circum,Preposition,74
turba,Noun,21
furo,Verb,51
resono,Verb,5
latus,Adjective,60
plangor,Noun,4
aedes,Noun,6
hinc,Adverb,86
totus,Adjective,103
infelix,Adjective,48
vulgo,Verb,4
fama,Noun,62
per,Preposition,351
urbs,Noun,196
demitto,Verb,23
mens,Noun,67
eo,Verb,138
scindo,Verb,13
vestis,Noun,32
Latinus,Noun,41
coniunx,Noun,60
attonitus,Adjective,7
fatum,Noun,125
urbs,Noun,196
que,Conjunction,3212
ruina,Noun,16
canities,Noun,5
immundus,Adjective,3
perfundo,Verb,12
pulvis,Noun,13
turpo,Verb,2
multus,Adjective,161
que,Conjunction,3212
sui,Pronoun,303
incuso,Verb,7
qui,Pronoun,766
non,Adverb,259
accipio,Verb,62
ante,Preposition,102
Dardanus,Adjective,38
Aeneas,Noun,238
gener,Noun,15
que,Conjunction,3212
adscisco,Verb,3
ultro,Adverb,26
interea,Adverb,55
exter,Adjective,32
bellator,Noun,6
in,Preposition,769
aequor,Noun,89
Turnus,Noun,152
palor,Verb,7
sequor,Verb,122
paucus,Adjective,18
iam,Adverb,250
segnis,Adjective,17
atque,Conjunction,293
iam,Adverb,250
parum,Adverb,18
atque,Conjunction,293
parum,Adverb,18
successus,Noun,5
laetus,Adjective,78
equus,Noun,128
affero,Verb,12
hic,Pronoun,694
ille,Pronoun,379
caecus,Adjective,34
terror,Noun,8
aura,Noun,85
commisceo,Verb,8
clamor,Noun,66
arrigo,Verb,21
que,Conjunction,3212
impello,Verb,19
auris,Noun,25
confusus,Adjective,5
sonus,Noun,8
urbs,Noun,196
et,Conjunction,2083
inlaetabilis,Adjective,2
murmur,Noun,13
ei,Interjection,3
ego,Pronoun,389
quis,Pronoun,350
tantus,Adjective,118
turbo,Verb,43
moenia,Noun,92
luctus,Noun,24
quis,Pronoun,350
ve,Conjunction,79
ruo,Verb,70
tantus,Adjective,118
diversus,Adjective,27
clamor,Noun,66
a,Preposition,197
urbs,Noun,196
sic,Adverb,162
aio,Verb,46
adduco,Verb,8
que,Conjunction,3212
amens,Adjective,13
subsisto,Verb,10
habena,Noun,20
atque,Conjunction,293
hic,Pronoun,694
in,Preposition,769
facies,Noun,34
soror,Noun,39
ut,Conjunction,160
converto,Verb,24
Metiscus,Noun,5
auriga,Noun,8
currus,Noun,51
que,Conjunction,3212
et,Conjunction,2083
equus,Noun,128
et,Conjunction,2083
lorum,Noun,8
rego,Verb,19
talis,Pronoun,148
occurro,Verb,17
dictum,Noun,93
hac,Adverb,10
Turnus,Noun,152
sequor,Verb,122
Troiugena,Noun,3
qua,Adverb,42
primus,Number,200
via,Noun,78
victoria,Noun,7
pando,Verb,25
sum,Verb,531
alius,Adjective,100
qui,Pronoun,766
tectum,Noun,83
manus,Noun,206
defendo,Verb,17
possum,Verb,95
ingruo,Verb,5
Aeneas,Noun,238
Italus,Adjective,43
et,Conjunction,2083
proelium,Noun,41
misceo,Verb,45
et,Conjunction,2083
nos,Pronoun,79
saevus,Adjective,59
manus,Noun,206
mitto,Verb,70
funus,Noun,33
Teucrus,Adjective,130
nec,Conjunction,331
numerus,Noun,25
inferus,Adjective,46
pugna,Noun,70
neque,Conjunction,72
honor,Noun,61
recedo,Verb,15
Turnus,Noun,152
ad,Preposition,322
hic,Pronoun,694
o,Interjection,108
soror,Noun,39
et,Conjunction,2083
dudum,Adverb,4
agnosco,Verb,30
cum,Conjunction,164
primus,Number,200
per,Preposition,351
ars,Noun,37
foedus,Noun,42
turbo,Verb,43
tu,Pronoun,419
que,Conjunction,3212
hic,Pronoun,694
in,Preposition,769
bellum,Noun,179
do,Verb,317
et,Conjunction,2083
nunc,Adverb,216
nequiquam,Adverb,36
fallo,Verb,25
dea,Noun,55
sed,Conjunction,146
quis,Pronoun,350
Olympus,Noun,25
demitto,Verb,23
tantus,Adjective,118
volo,Verb,46
tu,Pronoun,419
fero,Verb,273
labor,Noun,74
an,Adverb,19
frater,Noun,40
miser,Adjective,72
letum,Noun,34
ut,Conjunction,160
crudelis,Adjective,30
video,Verb,214
nam,Conjunction,41
quis,Pronoun,350
ago,Verb,102
aut,Conjunction,216
quis,Pronoun,350
iam,Adverb,250
spondeo,Verb,3
fortuna,Noun,66
salus,Noun,17
video,Verb,214
oculus,Noun,88
ante,Preposition,102
ipse,Pronoun,289
meus,Adjective,80
ego,Pronoun,389
vox,Noun,113
voco,Verb,110
Murranus,Noun,2
qui,Pronoun,766
non,Adverb,259
supero,Verb,31
ego,Pronoun,389
carus,Adjective,24
alter,Adjective,29
oppeto,Verb,5
ingens,Adjective,168
atque,Conjunction,293
ingens,Adjective,168
vulnus,Noun,70
vinco,Verb,59
occido,Verb,9
infelix,Adjective,48
ne,Conjunction,66
noster,Adjective,94
dedecus,Noun,3
Ufens,Noun,6
aspicio,Verb,34
Teucrus,Adjective,130
potior,Verb,12
corpus,Noun,126
et,Conjunction,2083
arma,Noun,279
exscindo,Verb,6
ne,Adverb,63
domus,Noun,85
is,Pronoun,82
res,Noun,98
desum,Verb,7
unus,Number,100
perpetior,Verb,2
dextera,Noun,111
nec,Conjunction,331
Drances,Noun,7
dictum,Noun,93
refello,Verb,3
tergum,Noun,52
do,Verb,317
et,Conjunction,2083
Turnus,Noun,152
fugio,Verb,73
hic,Pronoun,694
terra,Noun,166
video,Verb,214
usque,Adverb,6
adeo,Adverb,19
ne,Adverb,63
morior,Verb,47
miser,Adjective,72
sum,Verb,531
vos,Pronoun,62
o,Interjection,108
ego,Pronoun,389
Manes,Noun,23
sum,Verb,531
bonus,Adjective,43
quoniam,Conjunction,7
superi,Noun,17
averto,Verb,22
voluntas,Noun,5
sanctus,Adjective,16
ad,Preposition,322
vos,Pronoun,62
anima,Noun,50
atque,Conjunction,293
iste,Pronoun,31
inscius,Adjective,9
culpa,Noun,4
descendo,Verb,11
magnus,Adjective,282
haud,Adverb,102
umquam,Adverb,11
indignus,Adjective,9
avus,Noun,17
vix,Adverb,39
is,Pronoun,82
for,Verb,93
sum,Verb,531
medius,Adjective,164
volo,Verb,54
ecce,Interjection,37
per,Preposition,351
hostis,Noun,85
veho,Verb,24
equus,Noun,128
spumo,Verb,25
Saces,Noun,1
adverto,Verb,17
sagitta,Noun,28
saucius,Adjective,8
os,Noun,142
ruo,Verb,70
que,Conjunction,3212
imploro,Verb,6
nomen,Noun,90
Turnus,Noun,152
Turnus,Noun,152
in,Preposition,769
tu,Pronoun,419
superus,Adjective,113
salus,Noun,17
misereor,Verb,13
tui,Pronoun,14
fulmino,Verb,1
Aeneas,Noun,238
arma,Noun,279
superus,Adjective,113
que,Conjunction,3212
minor,Verb,12
deicio,Verb,21
arx,Noun,52
Italus,Adjective,43
excidium,Noun,6
que,Conjunction,3212
do,Verb,317
iam,Adverb,250
que,Conjunction,3212
fax,Noun,21
ad,Preposition,322
tectum,Noun,83
volo,Verb,54
in,Preposition,769
tu,Pronoun,419
os,Noun,142
Latinus,Adjective,63
in,Preposition,769
tu,Pronoun,419
oculus,Noun,88
refero,Verb,64
musso,Verb,4
rex,Noun,132
ipse,Pronoun,289
Latinus,Noun,41
quis,Pronoun,350
gener,Noun,15
voco,Verb,110
aut,Conjunction,216
quis,Pronoun,350
sui,Pronoun,303
ad,Preposition,322
foedus,Noun,42
flecto,Verb,20
praeterea,Adverb,20
regina,Noun,41
tu,Pronoun,419
fidus,Adjective,23
dextera,Noun,111
occido,Verb,9
ipse,Pronoun,289
suus,Adjective,69
lux,Noun,47
que,Conjunction,3212
exterreo,Verb,15
fugio,Verb,73
solus,Adjective,61
pro,Preposition,48
porta,Noun,60
Messapus,Noun,22
et,Conjunction,2083
acer,Adjective,46
Atinas,Noun,2
sustento,Verb,6
acies,Noun,67
circum,Preposition,74
hic,Pronoun,694
utrimque,Adverb,3
phalanx,Noun,7
sto,Verb,88
densus,Adjective,36
stringo,Verb,20
que,Conjunction,3212
seges,Noun,6
mucro,Noun,16
horreo,Verb,12
ferreus,Adjective,10
tu,Pronoun,419
currus,Noun,51
desertus,Adjective,10
in,Preposition,769
gramen,Noun,8
verso,Verb,20
obstipesco,Verb,16
varius,Adjective,41
confundo,Verb,5
imago,Noun,30
res,Noun,98
Turnus,Noun,152
et,Conjunction,2083
obtutus,Noun,3
tacitus,Adjective,23
sto,Verb,88
aestuo,Verb,4
ingens,Adjective,168
unus,Number,100
in,Preposition,769
cor,Noun,33
pudor,Noun,8
misceo,Verb,45
que,Conjunction,3212
insania,Noun,6
luctus,Noun,24
et,Conjunction,2083
furia,Noun,6
agito,Verb,19
amor,Noun,78
et,Conjunction,2083
conscius,Adjective,13
virtus,Noun,38
ut,Conjunction,160
primum,Number,53
discutio,Verb,2
umbra,Noun,69
et,Conjunction,2083
lux,Noun,47
reddo,Verb,39
mens,Noun,67
ardens,Adjective,36
oculus,Noun,88
orbis,Noun,34
ad,Preposition,322
moenia,Noun,92
torqueo,Verb,43
turbidus,Adjective,15
e,Preposition,131
que,Conjunction,3212
rota,Noun,14
magnus,Adjective,282
respicio,Verb,19
ad,Preposition,322
urbs,Noun,196
ecce,Interjection,37
autem,Conjunction,28
flamma,Noun,73
inter,Preposition,116
tabulatum,Noun,2
volvo,Verb,53
ad,Preposition,322
caelum,Noun,142
undo,Verb,7
vertex,Noun,40
turris,Noun,17
que,Conjunction,3212
teneo,Verb,133
turris,Noun,17
compingo,Verb,1
trabs,Noun,11
qui,Pronoun,766
educo,Verb,14
ipse,Pronoun,289
subdo,Verb,2
que,Conjunction,3212
rota,Noun,14
pons,Noun,8
que,Conjunction,3212
insterno,Verb,3
altus,Adjective,175
iamiam,Adverb,5
fatum,Noun,125
soror,Noun,39
supero,Verb,31
absisto,Verb,11
moror,Verb,31
quo,Adverb,52
deus,Noun,181
et,Conjunction,2083
quo,Adverb,52
durus,Adjective,59
voco,Verb,110
fortuna,Noun,66
sequor,Verb,122
sto,Verb,88
confero,Verb,11
manus,Noun,206
Aeneas,Noun,238
sto,Verb,88
